date key,full date,day of week,day num in month,day num overall,day name,day abbrev,weekday flag,week num in year,week num overall,week begin date,week begin date key,month,month num overall,month name,month abbrev,quarter,year,yearmo,fiscal month,fiscal quarter,fiscal year,last day in month flag,same day year ago,,table insert statement
20090312,12/03/09,4,12,437,Thursday,Thu,y,11,64,09/03/09,20090309,3,15,March,Mar,1,2009,200903,9,3,2009,n,12/03/08,,"insert into Date_Dimension values(20090312, '2009-3-12',4, 12, 437, 'Thursday', 'Thu', 'y', 11, 64, '2009-3-9', 20090309, 3, 15, 'March', 'Mar', 1, 2009, 200903, 9, 3, 2009, 'n', '2008-3-12')"
20090313,13/03/09,5,13,438,Friday,Fri,y,11,64,09/03/09,20090309,3,15,March,Mar,1,2009,200903,9,3,2009,n,13/03/08,,"insert into Date_Dimension values(20090313, '2009-3-13',5, 13, 438, 'Friday', 'Fri', 'y', 11, 64, '2009-3-9', 20090309, 3, 15, 'March', 'Mar', 1, 2009, 200903, 9, 3, 2009, 'n', '2008-3-13')"
20090314,14/03/09,6,14,439,Saturday,Sat,n,11,64,09/03/09,20090309,3,15,March,Mar,1,2009,200903,9,3,2009,n,14/03/08,,"insert into Date_Dimension values(20090314, '2009-3-14',6, 14, 439, 'Saturday', 'Sat', 'n', 11, 64, '2009-3-9', 20090309, 3, 15, 'March', 'Mar', 1, 2009, 200903, 9, 3, 2009, 'n', '2008-3-14')"
20090315,15/03/09,7,15,440,Sunday,Sun,n,11,64,09/03/09,20090309,3,15,March,Mar,1,2009,200903,9,3,2009,n,15/03/08,,"insert into Date_Dimension values(20090315, '2009-3-15',7, 15, 440, 'Sunday', 'Sun', 'n', 11, 64, '2009-3-9', 20090309, 3, 15, 'March', 'Mar', 1, 2009, 200903, 9, 3, 2009, 'n', '2008-3-15')"
20090316,16/03/09,1,16,441,Monday,Mon,y,12,65,16/03/09,20090316,3,15,March,Mar,1,2009,200903,9,3,2009,n,16/03/08,,"insert into Date_Dimension values(20090316, '2009-3-16',1, 16, 441, 'Monday', 'Mon', 'y', 12, 65, '2009-3-16', 20090316, 3, 15, 'March', 'Mar', 1, 2009, 200903, 9, 3, 2009, 'n', '2008-3-16')"
20090317,17/03/09,2,17,442,Tuesday,Tue,y,12,65,16/03/09,20090316,3,15,March,Mar,1,2009,200903,9,3,2009,n,17/03/08,,"insert into Date_Dimension values(20090317, '2009-3-17',2, 17, 442, 'Tuesday', 'Tue', 'y', 12, 65, '2009-3-16', 20090316, 3, 15, 'March', 'Mar', 1, 2009, 200903, 9, 3, 2009, 'n', '2008-3-17')"
20090318,18/03/09,3,18,443,Wednesday,Wed,y,12,65,16/03/09,20090316,3,15,March,Mar,1,2009,200903,9,3,2009,n,18/03/08,,"insert into Date_Dimension values(20090318, '2009-3-18',3, 18, 443, 'Wednesday', 'Wed', 'y', 12, 65, '2009-3-16', 20090316, 3, 15, 'March', 'Mar', 1, 2009, 200903, 9, 3, 2009, 'n', '2008-3-18')"
20090319,19/03/09,4,19,444,Thursday,Thu,y,12,65,16/03/09,20090316,3,15,March,Mar,1,2009,200903,9,3,2009,n,19/03/08,,"insert into Date_Dimension values(20090319, '2009-3-19',4, 19, 444, 'Thursday', 'Thu', 'y', 12, 65, '2009-3-16', 20090316, 3, 15, 'March', 'Mar', 1, 2009, 200903, 9, 3, 2009, 'n', '2008-3-19')"
20090320,20/03/09,5,20,445,Friday,Fri,y,12,65,16/03/09,20090316,3,15,March,Mar,1,2009,200903,9,3,2009,n,20/03/08,,"insert into Date_Dimension values(20090320, '2009-3-20',5, 20, 445, 'Friday', 'Fri', 'y', 12, 65, '2009-3-16', 20090316, 3, 15, 'March', 'Mar', 1, 2009, 200903, 9, 3, 2009, 'n', '2008-3-20')"
20090321,21/03/09,6,21,446,Saturday,Sat,n,12,65,16/03/09,20090316,3,15,March,Mar,1,2009,200903,9,3,2009,n,21/03/08,,"insert into Date_Dimension values(20090321, '2009-3-21',6, 21, 446, 'Saturday', 'Sat', 'n', 12, 65, '2009-3-16', 20090316, 3, 15, 'March', 'Mar', 1, 2009, 200903, 9, 3, 2009, 'n', '2008-3-21')"
20090322,22/03/09,7,22,447,Sunday,Sun,n,12,65,16/03/09,20090316,3,15,March,Mar,1,2009,200903,9,3,2009,n,22/03/08,,"insert into Date_Dimension values(20090322, '2009-3-22',7, 22, 447, 'Sunday', 'Sun', 'n', 12, 65, '2009-3-16', 20090316, 3, 15, 'March', 'Mar', 1, 2009, 200903, 9, 3, 2009, 'n', '2008-3-22')"
20090323,23/03/09,1,23,448,Monday,Mon,y,13,66,23/03/09,20090323,3,15,March,Mar,1,2009,200903,9,3,2009,n,23/03/08,,"insert into Date_Dimension values(20090323, '2009-3-23',1, 23, 448, 'Monday', 'Mon', 'y', 13, 66, '2009-3-23', 20090323, 3, 15, 'March', 'Mar', 1, 2009, 200903, 9, 3, 2009, 'n', '2008-3-23')"
20090324,24/03/09,2,24,449,Tuesday,Tue,y,13,66,23/03/09,20090323,3,15,March,Mar,1,2009,200903,9,3,2009,n,24/03/08,,"insert into Date_Dimension values(20090324, '2009-3-24',2, 24, 449, 'Tuesday', 'Tue', 'y', 13, 66, '2009-3-23', 20090323, 3, 15, 'March', 'Mar', 1, 2009, 200903, 9, 3, 2009, 'n', '2008-3-24')"
20090325,25/03/09,3,25,450,Wednesday,Wed,y,13,66,23/03/09,20090323,3,15,March,Mar,1,2009,200903,9,3,2009,n,25/03/08,,"insert into Date_Dimension values(20090325, '2009-3-25',3, 25, 450, 'Wednesday', 'Wed', 'y', 13, 66, '2009-3-23', 20090323, 3, 15, 'March', 'Mar', 1, 2009, 200903, 9, 3, 2009, 'n', '2008-3-25')"
20090326,26/03/09,4,26,451,Thursday,Thu,y,13,66,23/03/09,20090323,3,15,March,Mar,1,2009,200903,9,3,2009,n,26/03/08,,"insert into Date_Dimension values(20090326, '2009-3-26',4, 26, 451, 'Thursday', 'Thu', 'y', 13, 66, '2009-3-23', 20090323, 3, 15, 'March', 'Mar', 1, 2009, 200903, 9, 3, 2009, 'n', '2008-3-26')"
20090327,27/03/09,5,27,452,Friday,Fri,y,13,66,23/03/09,20090323,3,15,March,Mar,1,2009,200903,9,3,2009,n,27/03/08,,"insert into Date_Dimension values(20090327, '2009-3-27',5, 27, 452, 'Friday', 'Fri', 'y', 13, 66, '2009-3-23', 20090323, 3, 15, 'March', 'Mar', 1, 2009, 200903, 9, 3, 2009, 'n', '2008-3-27')"
20090328,28/03/09,6,28,453,Saturday,Sat,n,13,66,23/03/09,20090323,3,15,March,Mar,1,2009,200903,9,3,2009,n,28/03/08,,"insert into Date_Dimension values(20090328, '2009-3-28',6, 28, 453, 'Saturday', 'Sat', 'n', 13, 66, '2009-3-23', 20090323, 3, 15, 'March', 'Mar', 1, 2009, 200903, 9, 3, 2009, 'n', '2008-3-28')"
20090329,29/03/09,7,29,454,Sunday,Sun,n,13,66,23/03/09,20090323,3,15,March,Mar,1,2009,200903,9,3,2009,n,29/03/08,,"insert into Date_Dimension values(20090329, '2009-3-29',7, 29, 454, 'Sunday', 'Sun', 'n', 13, 66, '2009-3-23', 20090323, 3, 15, 'March', 'Mar', 1, 2009, 200903, 9, 3, 2009, 'n', '2008-3-29')"
20090330,30/03/09,1,30,455,Monday,Mon,y,14,67,30/03/09,20090330,3,15,March,Mar,1,2009,200903,9,3,2009,n,30/03/08,,"insert into Date_Dimension values(20090330, '2009-3-30',1, 30, 455, 'Monday', 'Mon', 'y', 14, 67, '2009-3-30', 20090330, 3, 15, 'March', 'Mar', 1, 2009, 200903, 9, 3, 2009, 'n', '2008-3-30')"
20090331,31/03/09,2,31,456,Tuesday,Tue,y,14,67,30/03/09,20090330,3,15,March,Mar,1,2009,200903,9,3,2009,y,31/03/08,,"insert into Date_Dimension values(20090331, '2009-3-31',2, 31, 456, 'Tuesday', 'Tue', 'y', 14, 67, '2009-3-30', 20090330, 3, 15, 'March', 'Mar', 1, 2009, 200903, 9, 3, 2009, 'y', '2008-3-31')"
20090401,01/04/09,3,1,457,Wednesday,Wed,y,14,67,30/03/09,20090330,4,16,April,Apr,2,2009,200904,10,4,2009,n,01/04/08,,"insert into Date_Dimension values(20090401, '2009-4-1',3, 1, 457, 'Wednesday', 'Wed', 'y', 14, 67, '2009-3-30', 20090330, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-1')"
20090402,02/04/09,4,2,458,Thursday,Thu,y,14,67,30/03/09,20090330,4,16,April,Apr,2,2009,200904,10,4,2009,n,02/04/08,,"insert into Date_Dimension values(20090402, '2009-4-2',4, 2, 458, 'Thursday', 'Thu', 'y', 14, 67, '2009-3-30', 20090330, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-2')"
20090403,03/04/09,5,3,459,Friday,Fri,y,14,67,30/03/09,20090330,4,16,April,Apr,2,2009,200904,10,4,2009,n,03/04/08,,"insert into Date_Dimension values(20090403, '2009-4-3',5, 3, 459, 'Friday', 'Fri', 'y', 14, 67, '2009-3-30', 20090330, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-3')"
20090404,04/04/09,6,4,460,Saturday,Sat,n,14,67,30/03/09,20090330,4,16,April,Apr,2,2009,200904,10,4,2009,n,04/04/08,,"insert into Date_Dimension values(20090404, '2009-4-4',6, 4, 460, 'Saturday', 'Sat', 'n', 14, 67, '2009-3-30', 20090330, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-4')"
20090405,05/04/09,7,5,461,Sunday,Sun,n,14,67,30/03/09,20090330,4,16,April,Apr,2,2009,200904,10,4,2009,n,05/04/08,,"insert into Date_Dimension values(20090405, '2009-4-5',7, 5, 461, 'Sunday', 'Sun', 'n', 14, 67, '2009-3-30', 20090330, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-5')"
20090406,06/04/09,1,6,462,Monday,Mon,y,15,68,06/04/09,20090406,4,16,April,Apr,2,2009,200904,10,4,2009,n,06/04/08,,"insert into Date_Dimension values(20090406, '2009-4-6',1, 6, 462, 'Monday', 'Mon', 'y', 15, 68, '2009-4-6', 20090406, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-6')"
20090407,07/04/09,2,7,463,Tuesday,Tue,y,15,68,06/04/09,20090406,4,16,April,Apr,2,2009,200904,10,4,2009,n,07/04/08,,"insert into Date_Dimension values(20090407, '2009-4-7',2, 7, 463, 'Tuesday', 'Tue', 'y', 15, 68, '2009-4-6', 20090406, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-7')"
20090408,08/04/09,3,8,464,Wednesday,Wed,y,15,68,06/04/09,20090406,4,16,April,Apr,2,2009,200904,10,4,2009,n,08/04/08,,"insert into Date_Dimension values(20090408, '2009-4-8',3, 8, 464, 'Wednesday', 'Wed', 'y', 15, 68, '2009-4-6', 20090406, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-8')"
20090409,09/04/09,4,9,465,Thursday,Thu,y,15,68,06/04/09,20090406,4,16,April,Apr,2,2009,200904,10,4,2009,n,09/04/08,,"insert into Date_Dimension values(20090409, '2009-4-9',4, 9, 465, 'Thursday', 'Thu', 'y', 15, 68, '2009-4-6', 20090406, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-9')"
20090410,10/04/09,5,10,466,Friday,Fri,y,15,68,06/04/09,20090406,4,16,April,Apr,2,2009,200904,10,4,2009,n,10/04/08,,"insert into Date_Dimension values(20090410, '2009-4-10',5, 10, 466, 'Friday', 'Fri', 'y', 15, 68, '2009-4-6', 20090406, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-10')"
20090411,11/04/09,6,11,467,Saturday,Sat,n,15,68,06/04/09,20090406,4,16,April,Apr,2,2009,200904,10,4,2009,n,11/04/08,,"insert into Date_Dimension values(20090411, '2009-4-11',6, 11, 467, 'Saturday', 'Sat', 'n', 15, 68, '2009-4-6', 20090406, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-11')"
20090412,12/04/09,7,12,468,Sunday,Sun,n,15,68,06/04/09,20090406,4,16,April,Apr,2,2009,200904,10,4,2009,n,12/04/08,,"insert into Date_Dimension values(20090412, '2009-4-12',7, 12, 468, 'Sunday', 'Sun', 'n', 15, 68, '2009-4-6', 20090406, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-12')"
20090413,13/04/09,1,13,469,Monday,Mon,y,16,69,13/04/09,20090413,4,16,April,Apr,2,2009,200904,10,4,2009,n,13/04/08,,"insert into Date_Dimension values(20090413, '2009-4-13',1, 13, 469, 'Monday', 'Mon', 'y', 16, 69, '2009-4-13', 20090413, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-13')"
20090414,14/04/09,2,14,470,Tuesday,Tue,y,16,69,13/04/09,20090413,4,16,April,Apr,2,2009,200904,10,4,2009,n,14/04/08,,"insert into Date_Dimension values(20090414, '2009-4-14',2, 14, 470, 'Tuesday', 'Tue', 'y', 16, 69, '2009-4-13', 20090413, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-14')"
20090415,15/04/09,3,15,471,Wednesday,Wed,y,16,69,13/04/09,20090413,4,16,April,Apr,2,2009,200904,10,4,2009,n,15/04/08,,"insert into Date_Dimension values(20090415, '2009-4-15',3, 15, 471, 'Wednesday', 'Wed', 'y', 16, 69, '2009-4-13', 20090413, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-15')"
20090416,16/04/09,4,16,472,Thursday,Thu,y,16,69,13/04/09,20090413,4,16,April,Apr,2,2009,200904,10,4,2009,n,16/04/08,,"insert into Date_Dimension values(20090416, '2009-4-16',4, 16, 472, 'Thursday', 'Thu', 'y', 16, 69, '2009-4-13', 20090413, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-16')"
20090417,17/04/09,5,17,473,Friday,Fri,y,16,69,13/04/09,20090413,4,16,April,Apr,2,2009,200904,10,4,2009,n,17/04/08,,"insert into Date_Dimension values(20090417, '2009-4-17',5, 17, 473, 'Friday', 'Fri', 'y', 16, 69, '2009-4-13', 20090413, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-17')"
20090418,18/04/09,6,18,474,Saturday,Sat,n,16,69,13/04/09,20090413,4,16,April,Apr,2,2009,200904,10,4,2009,n,18/04/08,,"insert into Date_Dimension values(20090418, '2009-4-18',6, 18, 474, 'Saturday', 'Sat', 'n', 16, 69, '2009-4-13', 20090413, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-18')"
20090419,19/04/09,7,19,475,Sunday,Sun,n,16,69,13/04/09,20090413,4,16,April,Apr,2,2009,200904,10,4,2009,n,19/04/08,,"insert into Date_Dimension values(20090419, '2009-4-19',7, 19, 475, 'Sunday', 'Sun', 'n', 16, 69, '2009-4-13', 20090413, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-19')"
20090420,20/04/09,1,20,476,Monday,Mon,y,17,70,20/04/09,20090420,4,16,April,Apr,2,2009,200904,10,4,2009,n,20/04/08,,"insert into Date_Dimension values(20090420, '2009-4-20',1, 20, 476, 'Monday', 'Mon', 'y', 17, 70, '2009-4-20', 20090420, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-20')"
20090421,21/04/09,2,21,477,Tuesday,Tue,y,17,70,20/04/09,20090420,4,16,April,Apr,2,2009,200904,10,4,2009,n,21/04/08,,"insert into Date_Dimension values(20090421, '2009-4-21',2, 21, 477, 'Tuesday', 'Tue', 'y', 17, 70, '2009-4-20', 20090420, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-21')"
20090422,22/04/09,3,22,478,Wednesday,Wed,y,17,70,20/04/09,20090420,4,16,April,Apr,2,2009,200904,10,4,2009,n,22/04/08,,"insert into Date_Dimension values(20090422, '2009-4-22',3, 22, 478, 'Wednesday', 'Wed', 'y', 17, 70, '2009-4-20', 20090420, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-22')"
20090423,23/04/09,4,23,479,Thursday,Thu,y,17,70,20/04/09,20090420,4,16,April,Apr,2,2009,200904,10,4,2009,n,23/04/08,,"insert into Date_Dimension values(20090423, '2009-4-23',4, 23, 479, 'Thursday', 'Thu', 'y', 17, 70, '2009-4-20', 20090420, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-23')"
20090424,24/04/09,5,24,480,Friday,Fri,y,17,70,20/04/09,20090420,4,16,April,Apr,2,2009,200904,10,4,2009,n,24/04/08,,"insert into Date_Dimension values(20090424, '2009-4-24',5, 24, 480, 'Friday', 'Fri', 'y', 17, 70, '2009-4-20', 20090420, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-24')"
20090425,25/04/09,6,25,481,Saturday,Sat,n,17,70,20/04/09,20090420,4,16,April,Apr,2,2009,200904,10,4,2009,n,25/04/08,,"insert into Date_Dimension values(20090425, '2009-4-25',6, 25, 481, 'Saturday', 'Sat', 'n', 17, 70, '2009-4-20', 20090420, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-25')"
20090426,26/04/09,7,26,482,Sunday,Sun,n,17,70,20/04/09,20090420,4,16,April,Apr,2,2009,200904,10,4,2009,n,26/04/08,,"insert into Date_Dimension values(20090426, '2009-4-26',7, 26, 482, 'Sunday', 'Sun', 'n', 17, 70, '2009-4-20', 20090420, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-26')"
20090427,27/04/09,1,27,483,Monday,Mon,y,18,71,27/04/09,20090427,4,16,April,Apr,2,2009,200904,10,4,2009,n,27/04/08,,"insert into Date_Dimension values(20090427, '2009-4-27',1, 27, 483, 'Monday', 'Mon', 'y', 18, 71, '2009-4-27', 20090427, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-27')"
20090428,28/04/09,2,28,484,Tuesday,Tue,y,18,71,27/04/09,20090427,4,16,April,Apr,2,2009,200904,10,4,2009,n,28/04/08,,"insert into Date_Dimension values(20090428, '2009-4-28',2, 28, 484, 'Tuesday', 'Tue', 'y', 18, 71, '2009-4-27', 20090427, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-28')"
20090429,29/04/09,3,29,485,Wednesday,Wed,y,18,71,27/04/09,20090427,4,16,April,Apr,2,2009,200904,10,4,2009,n,29/04/08,,"insert into Date_Dimension values(20090429, '2009-4-29',3, 29, 485, 'Wednesday', 'Wed', 'y', 18, 71, '2009-4-27', 20090427, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'n', '2008-4-29')"
20090430,30/04/09,4,30,486,Thursday,Thu,y,18,71,27/04/09,20090427,4,16,April,Apr,2,2009,200904,10,4,2009,y,30/04/08,,"insert into Date_Dimension values(20090430, '2009-4-30',4, 30, 486, 'Thursday', 'Thu', 'y', 18, 71, '2009-4-27', 20090427, 4, 16, 'April', 'Apr', 2, 2009, 200904, 10, 4, 2009, 'y', '2008-4-30')"
20090501,01/05/09,5,1,487,Friday,Fri,y,18,71,27/04/09,20090427,5,17,May,May,2,2009,200905,11,4,2009,n,01/05/08,,"insert into Date_Dimension values(20090501, '2009-5-1',5, 1, 487, 'Friday', 'Fri', 'y', 18, 71, '2009-4-27', 20090427, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-1')"
20090502,02/05/09,6,2,488,Saturday,Sat,n,18,71,27/04/09,20090427,5,17,May,May,2,2009,200905,11,4,2009,n,02/05/08,,"insert into Date_Dimension values(20090502, '2009-5-2',6, 2, 488, 'Saturday', 'Sat', 'n', 18, 71, '2009-4-27', 20090427, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-2')"
20090503,03/05/09,7,3,489,Sunday,Sun,n,18,71,27/04/09,20090427,5,17,May,May,2,2009,200905,11,4,2009,n,03/05/08,,"insert into Date_Dimension values(20090503, '2009-5-3',7, 3, 489, 'Sunday', 'Sun', 'n', 18, 71, '2009-4-27', 20090427, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-3')"
20090504,04/05/09,1,4,490,Monday,Mon,y,19,72,04/05/09,20090504,5,17,May,May,2,2009,200905,11,4,2009,n,04/05/08,,"insert into Date_Dimension values(20090504, '2009-5-4',1, 4, 490, 'Monday', 'Mon', 'y', 19, 72, '2009-5-4', 20090504, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-4')"
20090505,05/05/09,2,5,491,Tuesday,Tue,y,19,72,04/05/09,20090504,5,17,May,May,2,2009,200905,11,4,2009,n,05/05/08,,"insert into Date_Dimension values(20090505, '2009-5-5',2, 5, 491, 'Tuesday', 'Tue', 'y', 19, 72, '2009-5-4', 20090504, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-5')"
20090506,06/05/09,3,6,492,Wednesday,Wed,y,19,72,04/05/09,20090504,5,17,May,May,2,2009,200905,11,4,2009,n,06/05/08,,"insert into Date_Dimension values(20090506, '2009-5-6',3, 6, 492, 'Wednesday', 'Wed', 'y', 19, 72, '2009-5-4', 20090504, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-6')"
20090507,07/05/09,4,7,493,Thursday,Thu,y,19,72,04/05/09,20090504,5,17,May,May,2,2009,200905,11,4,2009,n,07/05/08,,"insert into Date_Dimension values(20090507, '2009-5-7',4, 7, 493, 'Thursday', 'Thu', 'y', 19, 72, '2009-5-4', 20090504, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-7')"
20090508,08/05/09,5,8,494,Friday,Fri,y,19,72,04/05/09,20090504,5,17,May,May,2,2009,200905,11,4,2009,n,08/05/08,,"insert into Date_Dimension values(20090508, '2009-5-8',5, 8, 494, 'Friday', 'Fri', 'y', 19, 72, '2009-5-4', 20090504, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-8')"
20090509,09/05/09,6,9,495,Saturday,Sat,n,19,72,04/05/09,20090504,5,17,May,May,2,2009,200905,11,4,2009,n,09/05/08,,"insert into Date_Dimension values(20090509, '2009-5-9',6, 9, 495, 'Saturday', 'Sat', 'n', 19, 72, '2009-5-4', 20090504, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-9')"
20090510,10/05/09,7,10,496,Sunday,Sun,n,19,72,04/05/09,20090504,5,17,May,May,2,2009,200905,11,4,2009,n,10/05/08,,"insert into Date_Dimension values(20090510, '2009-5-10',7, 10, 496, 'Sunday', 'Sun', 'n', 19, 72, '2009-5-4', 20090504, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-10')"
20090511,11/05/09,1,11,497,Monday,Mon,y,20,73,11/05/09,20090511,5,17,May,May,2,2009,200905,11,4,2009,n,11/05/08,,"insert into Date_Dimension values(20090511, '2009-5-11',1, 11, 497, 'Monday', 'Mon', 'y', 20, 73, '2009-5-11', 20090511, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-11')"
20090512,12/05/09,2,12,498,Tuesday,Tue,y,20,73,11/05/09,20090511,5,17,May,May,2,2009,200905,11,4,2009,n,12/05/08,,"insert into Date_Dimension values(20090512, '2009-5-12',2, 12, 498, 'Tuesday', 'Tue', 'y', 20, 73, '2009-5-11', 20090511, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-12')"
20090513,13/05/09,3,13,499,Wednesday,Wed,y,20,73,11/05/09,20090511,5,17,May,May,2,2009,200905,11,4,2009,n,13/05/08,,"insert into Date_Dimension values(20090513, '2009-5-13',3, 13, 499, 'Wednesday', 'Wed', 'y', 20, 73, '2009-5-11', 20090511, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-13')"
20090514,14/05/09,4,14,500,Thursday,Thu,y,20,73,11/05/09,20090511,5,17,May,May,2,2009,200905,11,4,2009,n,14/05/08,,"insert into Date_Dimension values(20090514, '2009-5-14',4, 14, 500, 'Thursday', 'Thu', 'y', 20, 73, '2009-5-11', 20090511, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-14')"
20090515,15/05/09,5,15,501,Friday,Fri,y,20,73,11/05/09,20090511,5,17,May,May,2,2009,200905,11,4,2009,n,15/05/08,,"insert into Date_Dimension values(20090515, '2009-5-15',5, 15, 501, 'Friday', 'Fri', 'y', 20, 73, '2009-5-11', 20090511, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-15')"
20090516,16/05/09,6,16,502,Saturday,Sat,n,20,73,11/05/09,20090511,5,17,May,May,2,2009,200905,11,4,2009,n,16/05/08,,"insert into Date_Dimension values(20090516, '2009-5-16',6, 16, 502, 'Saturday', 'Sat', 'n', 20, 73, '2009-5-11', 20090511, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-16')"
20090517,17/05/09,7,17,503,Sunday,Sun,n,20,73,11/05/09,20090511,5,17,May,May,2,2009,200905,11,4,2009,n,17/05/08,,"insert into Date_Dimension values(20090517, '2009-5-17',7, 17, 503, 'Sunday', 'Sun', 'n', 20, 73, '2009-5-11', 20090511, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-17')"
20090518,18/05/09,1,18,504,Monday,Mon,y,21,74,18/05/09,20090518,5,17,May,May,2,2009,200905,11,4,2009,n,18/05/08,,"insert into Date_Dimension values(20090518, '2009-5-18',1, 18, 504, 'Monday', 'Mon', 'y', 21, 74, '2009-5-18', 20090518, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-18')"
20090519,19/05/09,2,19,505,Tuesday,Tue,y,21,74,18/05/09,20090518,5,17,May,May,2,2009,200905,11,4,2009,n,19/05/08,,"insert into Date_Dimension values(20090519, '2009-5-19',2, 19, 505, 'Tuesday', 'Tue', 'y', 21, 74, '2009-5-18', 20090518, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-19')"
20090520,20/05/09,3,20,506,Wednesday,Wed,y,21,74,18/05/09,20090518,5,17,May,May,2,2009,200905,11,4,2009,n,20/05/08,,"insert into Date_Dimension values(20090520, '2009-5-20',3, 20, 506, 'Wednesday', 'Wed', 'y', 21, 74, '2009-5-18', 20090518, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-20')"
20090521,21/05/09,4,21,507,Thursday,Thu,y,21,74,18/05/09,20090518,5,17,May,May,2,2009,200905,11,4,2009,n,21/05/08,,"insert into Date_Dimension values(20090521, '2009-5-21',4, 21, 507, 'Thursday', 'Thu', 'y', 21, 74, '2009-5-18', 20090518, 5, 17, 'May', 'May', 2, 2009, 200905, 11, 4, 2009, 'n', '2008-5-21')"
